File Name,Text
aee_sl_2006-1,"In the midst of these major initiatives, the year also brought three historic storms. During the summer, two storms – just days apart – disrupted electric service for nearly 950,000 customers, many for several days. Then, in early December, the worst ice storm in nearly 30 years affected about 520,000 customers. These storms were in addition to tornados and other severe weather in March and April."
aee_sl_2006-10,"An ongoing commitment in 2006 was to the areas affected by the year-end 2005 breach at AmerenUE’s Taum Sauk pumped-storage hydroelectric plant. We accepted full responsibility for the effects of the breach the day that it happened, and we have not backed away from that responsibility."
aee_sl_2006-10,"An ongoing commitment in 2006 was to the areas affected by the year-end 2005 breach at AmerenUE’s Taum Sauk pumped-storage hydroelectric plant. We accepted full responsibility for the effects of the breach the day that it happened, and we have not backed away from that responsibility."
aee_sl_2006-2,"Nevertheless, there is always room for improvement. In January 2007, at the request of the Missouri Public Service Commission (PSC), we submitted a list of recommendations to limit the number and duration of storm-related outages. Those recommendations included more aggressive tree removal and tree trimming, comprehensive pole and line inspections and changes in regulatory tariffs to require burial of all new electric distribution services. We look forward to working with the PSC, the Missouri state legislature and other stakeholders on these initiatives."
aee_sl_2006-2,"Nevertheless, there is always room for improvement. In January 2007, at the request of the Missouri Public Service Commission (PSC), we submitted a list of recommendations to limit the number and duration of storm-related outages. Those recommendations included more aggressive tree removal and tree trimming, comprehensive pole and line inspections and changes in regulatory tariffs to require burial of all new electric distribution services. We look forward to working with the PSC, the Missouri state legislature and other stakeholders on these initiatives."
aee_sl_2006-3,"I am confident we will once again rise to these challenges. It will take hard work, persistence and dedication, but in 2006 our employees demonstrated that these qualities are in great supply as they worked to serve our customers while adhering to our values of integrity, respect, stewardship, teamwork and commitment."
aee_sl_2006-3,"I am confident we will once again rise to these challenges. It will take hard work, persistence and dedication, but in 2006 our employees demonstrated that these qualities are in great supply as they worked to serve our customers while adhering to our values of integrity, respect, stewardship, teamwork and commitment."
aee_sl_2006-4,"After months of study and analysis, in September 2006 an independently managed and monitored declining-price auction to procure the power neededon behalf of Ameren’s Illinois utility customers was completed. In this highly transparent, competitive process – approved by the Illinois Commerce Commission – more than 20 power companies, brokers and others competed for contracts to supply the Ameren Illinois utilities’ 7,200 megawatts of load."
aee_sl_2006-4,"After months of study and analysis, in September 2006 an independently managed and monitored declining-price auction to procure the power needed on behalf of Ameren’s Illinois utility customers was completed. In this highly transparent, competitive process – approved by the Illinois Commerce Commission – more than 20 power companies, brokers and others competed for contracts to supply the Ameren Illinois utilities’ 7,200 megawatts of load."
aee_sl_2006-5,"As a result, our customers have come to expect AmerenUE to deliver a highly reliable, environmentally friendly supply of electricity and natural gas at reasonable prices. We are committed to continuing to meet their expectations."
aee_sl_2006-5,"As a result, our customers have come to expect AmerenUE to deliver a highly reliable, environmentally friendly supply of electricity and natural gas at reasonable prices. We are committed to continuing to meet their expectations."
aee_sl_2006-6,"In late 2005, AmerenUE submitted an integrated resource plan to the PSC. That plan described the company’s need to add new baseload capacity by 2018."
aee_sl_2006-6,"In late 2005, AmerenUE submitted an integrated resource plan to the PSC. That plan described the company’s need to add new baseload capacity by 2018."
aee_sl_2006-7,"Two-thousand-seven will also be a significant year because it marks the beginning of a multiyear commitment to invest in new emissioncontrol technologies at our existing plants. These investments are necessary to comply with federal regulations, passed in 2005, and related state implementation plans that call for significant reductions in emissions of sulfur dioxide (SO2), nitrogen oxide (NOx) and mercury"
aee_sl_2006-7,"Two-thousand-seven will also be a significant year because it marks the beginning of a multiyear commitment to invest in new emissioncontrol technologies at our existing plants. These investments are necessary to comply with federal regulations, passed in 2005, and related state implementation plans that call for significant reductions in emissions of sulfur dioxide (SO2), nitrogen oxide (NOx) and mercury"
aee_sl_2006-8,"This innovative agreement accelerates the Illinois subsidiaries’ emission reduction compliance program for SO2, NOx and mercury to a level well ahead of that required by the federal standards. It presents an approach to multi-pollutant emission reduction that we believe will serve as a model nationally – also part of our vision to be a performance leader in all areas of our operations."
aee_sl_2006-8,"This innovative agreement accelerates the Illinois subsidiaries’ emission reduction compliance program for SO2, NOx and mercury to a level well ahead of that required by the federal standards. It presents an approach to multi-pollutant emission reduction that we believe will serve as a model nationally – also part of our vision to be a performance leader in all areas of our operations."
aee_sl_2006-9,"The goal in this reorganization, as in all our actions throughout the year, is to improve the company’s commitment to providing top-tier service for customers and bottom-line results for shareholders."
aee_sl_2006-9,"The goal in this reorganization, as in all our actions throughout the year, is to improve the company’s commitment to providing top-tier service for customers and bottom-line results for shareholders."
aet_sl_2012-1,"In 2012, Aetna delivered another strong year of results for our shareholders, employees and customers.  Our diversified portfolio generated solid returns as we helped millions of our members receive care to get and stay healthy.  At the same time, Aetna continued to lead the way in transforming our health care system in the United States and around the world.  Through our strategy, Accountable Care Solutions and mobile technology, we are enabling health care providers to change the way care is delivered and helping to improve the quality of care received"
aet_sl_2012-1,"In 2012, Aetna delivered another strong year of results for our shareholders, employees and customers.  Our diversified portfolio generated solid returns as we helped millions of our members receive care to get and stay healthy.  At the same time, Aetna continued to lead the way in transforming our health care system in the United States and around the world.  Through our strategy, Accountable Care Solutions and mobile technology, we are enabling health care providers to change the way care is delivered and helping to improve the quality of care received"
aet_sl_2012-2,"As consumer needs have shifted, we have designed our technology to give consumers greater access to their health care information.  Using only a smartphone, our members can check medical symptoms, find a doctor, get a cost estimate, make an appointment, pay a bill and check their health savings account balance.  In the doctor’s office, Aetna patients can update their medical history by downloading personal health information.  Consumerism is fundamentally changing health care interactions, and Aetna is committed to making the health system simpler, more convenient and easier to use for our customers."
aet_sl_2012-2,"As consumer needs have shifted, we have designed our technology to give consumers greater access to their health care information.  Using only a smartphone, our members can check medical symptoms, find a doctor, get a cost estimate, make an appointment, pay a bill and check their health savings account balance.  In the doctor’s office, Aetna patients can update their medical history by downloading personal health information.  Consumerism is fundamentally changing health care interactions, and Aetna is committed to making the health system simpler, more convenient and easier to use for our customers."
aet_sl_2012-3,"These exciting developments would not be possible without our Aetna employees, who continue to demonstrate their dedication to meeting the needs of our customers and communities.  In addition to serving our customers with care and compassion, our employees spent more than 380,000 hours volunteering in their communities in 2012.  Our mission is to empower people to live healthier lives, and our employees live this mission every day."
aet_sl_2012-3,"These exciting developments would not be possible without our Aetna employees, who continue to demonstrate their dedication to meeting the needs of our customers and communities.  In addition to serving our customers with care and compassion, our employees spent more than 380,000 hours volunteering in their communities in 2012.  Our mission is to empower people to live healthier lives, and our employees live this mission every day."
aet_sl_2012-4,"In other parts of the world, we are helping governments design smarter health care systems that focus on keeping people well and making those who are sick healthier.  Nations that are just developing health systems have the opportunity to be laboratories for the future for developed systems in the West.  We view these new, modern health systems as vital to sustained economic growth, both in keeping populations healthier and providing high value jobs in the health care sector."
aet_sl_2012-4,"In other parts of the world, we are helping governments design smarter health care systems that focus on keeping people well and making those who are sick healthier.  Nations that are just developing health systems have the opportunity to be laboratories for the future for developed systems in the West.  We view these new, modern health systems as vital to sustained economic growth, both in keeping populations healthier and providing high value jobs in the health care sector."
afl_sl_2015-1,"The story of Aflac continued in 2015 as we celebrated a significant milestone: Aflac’s 60th anniversary. Our diamond anniversary marked another year during which Aflac extended its lengthy record of success, while pursuing more opportunities. We made significant strides in advancing our vision of offering high-quality voluntary products, solutions and service through diverse distribution outlets, building upon our marketleading position to drive long-term shareholder value."
afl_sl_2015-1,"The story of Aflac continued in 2015 as we celebrated a significant milestone: Aflac’s 60th anniversary. Our diamond anniversary marked another year during which Aflac extended its lengthy record of success, while pursuing more opportunities. We made significant strides in advancing our vision of offering high-quality voluntary products, solutions and service through diverse distribution outlets, building upon our marketleading position to drive long-term shareholder value."
afl_sl_2015-2,"I am also pleased with the action by our board of directors in 2015 to increase the cash dividend to shareholders, marking the 33rd consecutive year of dividend increases. Our objective is to grow cash dividends at a rate generally in line with operating earnings per diluted share before the impact of the yen"
afl_sl_2015-2,"I am also pleased with the action by our board of directors in 2015 to increase the cash dividend to shareholders, marking the 33rd consecutive year of dividend increases. Our objective is to grow cash dividends at a rate generally in line with operating earnings per diluted share before the impact of the yen"
afl_sl_2015-3,"Ever since our company was founded six decades ago, we have always put the customer first by reminding ourselves daily about the promises we make to the policyholders and businesses who rely on us – and positioning our business to fulfill those promises. We know that we don’t simply sell voluntary insurance products; we sell a promise to be there for our policyholders in their time of need – a promise we don’t take lightly. By delivering on our promise, we’ve gained the trust of more than 50 million people worldwide who count on us to pay claims fairly and promptly when they need us most."
afl_sl_2015-3,"Ever since our company was founded six decades ago, we have always put the customer first by reminding ourselves daily about the promises we make to the policyholders and businesses who rely on us – and positioning our business to fulfill those promises. We know that we don’t simply sell voluntary insurance products; we sell a promise to be there for our policyholders in their time of need – a promise we don’t take lightly. By delivering on our promise, we’ve gained the trust of more than 50 million people worldwide who count on us to pay claims fairly and promptly when they need us most."
afl_sl_2015-4,"2015 represented a year of executing on our long-term investment strategy after completing the transformation of our investment platform, which included new leadership, building out investment teams in New York and Tokyo, new investment processes and governance that properly balances risk and investment returns. As we enter 2016, we once again find ourselves entering a period of volatility in the capital markets. Accordingly, we have a global investment policy that is governed by strict risk guidelines to ensure our portfolios are managed to achieve a high overall asset quality and remain diversified while seeking out attractive investment opportunities around the world. Our risk management discipline ensures we are mindful of various market challenges, including risks related to interest rates, credit spreads and foreign exchange to help ensure our portfolio will perform well through various market cycles. Our investment philosophy guides us to act in the best interests of our policyholders, while producing attractive returns for all of our stakeholders."
afl_sl_2015-4,"2015 represented a year of executing on our long-term investment strategy after completing the transformation of our investment platform, which included new leadership, building out investment teams in New York and Tokyo, new investment processes and governance that properly balances risk and investment returns. As we enter 2016, we once again find ourselves entering a period of volatility in the capital markets. Accordingly, we have a global investment policy that is governed by strict risk guidelines to ensure our portfolios are managed to achieve a high overall asset quality and remain diversified while seeking out attractive investment opportunities around the world. Our risk management discipline ensures we are mindful of various market challenges, including risks related to interest rates, credit spreads and foreign exchange to help ensure our portfolio will perform well through various market cycles. Our investment philosophy guides us to act in the best interests of our policyholders, while producing attractive returns for all of our stakeholders."
agn_sl_2002-1,"In dermatology, Allergan has chosen to focus on the high-growth and high-potential segments of acne and psoriasis and to concentrate on the dermatology markets in the United States and Canada. In this field, thanks to the strong growth of our flagship product, TAZORAC, Allergan recorded the highest in-market growth amongst the major dermatology companies in the United States. In 2002 TAZORAC was, in fact, the third most frequently prescribed product for acne by U.S. dermatologists and was the fastest growing retinoid product."
agn_sl_2002-1,"In dermatology, Allergan has chosen to focus on the high-growth and high-potential segments of acne and psoriasis and to concentrate on the dermatology markets in the United States and Canada. In this field, thanks to the strong growth of our flagship product, TAZORAC, Allergan recorded the highest in-market growth amongst the major dermatology companies in the United States. In 2002 TAZORAC was, in fact, the third most frequently prescribed product for acne by U.S. dermatologists and was the fastest growing retinoid product."
agn_sl_2002-2,"As a streamlined mid-sized pharmaceutical company, with only three manufacturing plants and a tight network of four global R&D centers, focused only on specialty areas, we look to the future with great optimism. In 2003 we have many opportunities as we launch a stream of new products from our R&D pipeline. Turnover amongst our employees, and especially in the ranks of management, has been low due to the entrepreneurial culture of the company and the ability of individuals, up and down the organization, to take responsibility and to make a difference, both to the Company and, most importantly, to patients."
agn_sl_2002-2,"As a streamlined mid-sized pharmaceutical company, with only three manufacturing plants and a tight network of four global R&D centers, focused only on specialty areas, we look to the future with great optimism. In 2003 we have many opportunities as we launch a stream of new products from our R&D pipeline. Turnover amongst our employees, and especially in the ranks of management, has been low due to the entrepreneurial culture of the company and the ability of individuals, up and down the organization, to take responsibility and to make a difference, both to the Company and, most importantly, to patients."
agn_sl_2002-3,"With heightened scrutiny of public Boards of Directors and many new regulations, we have conducted rigorous reviews of the charters of our Board and its committees and every member of our Board has engaged in questioning our practices, agenda and interaction. In fact, in a recent Institutional Shareholder Services (ISS) study on Boards and Corporate Governance, Allergan outperformed approximately 85% of the companies in the S&P 500. We are pleased that our governance practices have always been very strong and we will continue to foster a culture dedicated to full compliance with all regulations issued by the SEC and other governmental bodies. We will furthermore strive to improve the workings of our Board from year to year."
agn_sl_2002-3,"With heightened scrutiny of public Boards of Directors and many new regulations, we have conducted rigorous reviews of the charters of our Board and its committees and every member of our Board has engaged in questioning our practices, agenda and interaction. In fact, in a recent Institutional Shareholder Services (ISS) study on Boards and Corporate Governance, Allergan outperformed approximately 85% of the companies in the S&P 500. We are pleased that our governance practices have always been very strong and we will continue to foster a culture dedicated to full compliance with all regulations issued by the SEC and other governmental bodies. We will furthermore strive to improve the workings of our Board from year to year."
agn_sl_2002-4,2002 was a year of momentous change for Allergan. We not only executed the changes quickly and efficiently – never losing sight of our mission to serve our customers and patients – but we again produced strong operating results. This is a tribute to the quality and dedication of our employees all around the world and a testament to our ability to rise to a challenge. The Board of Directors and I wish to thank and recognize the great contributions of so many individual employees.
agn_sl_2002-4,2002 was a year of momentous change for Allergan. We not only executed the changes quickly and efficiently – never losing sight of our mission to serve our customers and patients – but we again produced strong operating results. This is a tribute to the quality and dedication of our employees all around the world and a testament to our ability to rise to a challenge. The Board of Directors and I wish to thank and recognize the great contributions of so many individual employees.
ain_sl_2009-1,"In our last annual report, I wrote to you about our plans for managing through what turned out to be the worst recession of our lifetimes. We were preparing for a 15% decline in sales by accelerating our three-year restructuring program, adding to it, and implementing measures across the company intended to preserve cash. Our goal was to exit 2009 and the recession as a fundamentally more profitable company, with restructuring behind us and sustained cash flow ahead of us."
ain_sl_2009-1,"In our last annual report, I wrote to you about our plans for managing through what turned out to be the worst recession of our lifetimes. We were preparing for a 15% decline in sales by accelerating our three-year restructuring program, adding to it, and implementing measures across the company intended to preserve cash. Our goal was to exit 2009 and the recession as a fundamentally more profitable company, with restructuring behind us and sustained cash flow ahead of us."
ain_sl_2009-2,"With restructuring complete and the recession behind us, Albany International now enters a new phase in its strategic evolution. From restructuring and recession, we return to “cash and grow,” a corporate strategy that began to take form in 2007 and 2008, but took a back seat in 2009 as we concentrated on getting ahead of the recession."
ain_sl_2009-2,"With restructuring complete and the recession behind us, Albany International now enters a new phase in its strategic evolution. From restructuring and recession, we return to “cash and grow,” a corporate strategy that began to take form in 2007 and 2008, but took a back seat in 2009 as we concentrated on getting ahead of the recession."
ain_sl_2009-3,"Our most significant aerospace customer is the SAFRAN Group, for whom we make braces for the Boeing 787 main landing gear, outer guide vanes for the CFM-56 engine, and fan blades and other components for the LEAP-X engine. The LEAP-X is the intended replacement engine for the CFM-56, which is produced by a joint venture between GE and SAFRAN and is the largest and most successful engine program in the aircraft engine industry."
ain_sl_2009-3,"Our most significant aerospace customer is the SAFRAN Group, for whom we make braces for the Boeing 787 main landing gear, outer guide vanes for the CFM-56 engine, and fan blades and other components for the LEAP-X engine. The LEAP-X is the intended replacement engine for the CFM-56, which is produced by a joint venture between GE and SAFRAN and is the largest and most successful engine program in the aircraft engine industry."
ain_sl_2009-4,"So now, in 2010, we shift our focus from transforming the Company to managing the resulting portfolio of businesses in a manner that simultaneously serves the two objectives of greatest importance to our shareholders: generating the cash needed to fuel growth, pay down debt, and continue to deliver dividends, and generating the growth in the near, medium, and long term needed to drive shareholder returns. Success will require that we overcome a whole new set of challenges, but we enter this new phase of the Company’s strategic evolution with a sense of optimism across all of our businesses, competitive momentum in each of our markets, and a great deal of gratitude to all 4,700 Albany employees around the world who embraced the challenge of transformation, fought their way through the depths of recession, and in the process, laid the foundation for a promising future."
ain_sl_2009-4,"So now, in 2010, we shift our focus from transforming the Company to managing the resulting portfolio of businesses in a manner that simultaneously serves the two objectives of greatest importance to our shareholders: generating the cash needed to fuel growth, pay down debt, and continue to deliver dividends, and generating the growth in the near, medium, and long term needed to drive shareholder returns. Success will require that we overcome a whole new set of challenges, but we enter this new phase of the Company’s strategic evolution with a sense of optimism across all of our businesses, competitive momentum in each of our markets, and a great deal of gratitude to all 4,700 Albany employees around the world who embraced the challenge of transformation, fought their way through the depths of recession, and in the process, laid the foundation for a promising future."
ain_sl_2009-5,"In sum, three years of intense restructuring and severe recession are now behind us. Our short-term objective, set in the early months of the recession, was to enable the Company to be as profitable in 2010 as it was in 2008, even if sales were to remain well below 2008 levels. The strong results in Q4 2009 suggest that this objective has been met. Our long-term objective, which we set early in 2006, was to transform Albany from a North Americanand European-centric PMC company into a portfolio of cash flow and growth businesses. With a global PMC business positioned to generate substantial and sustained cash flow for the long term, a group of Applied Technologies businesses that tend to grow faster than the GNP while also generating cash, and an aerospace composites business with a unique technology position and exciting growth potential, that long-term objective has also been realized."
ain_sl_2009-5,"In sum, three years of intense restructuring and severe recession are now behind us. Our short-term objective, set in the early months of the recession, was to enable the Company to be as profitable in 2010 as it was in 2008, even if sales were to remain well below 2008 levels. The strong results in Q4 2009 suggest that this objective has been met. Our long-term objective, which we set early in 2006, was to transform Albany from a North Americanand European-centric PMC company into a portfolio of cash flow and growth businesses. With a global PMC business positioned to generate substantial and sustained cash flow for the long term, a group of Applied Technologies businesses that tend to grow faster than the GNP while also generating cash, and an aerospace composites business with a unique technology position and exciting growth potential, that long-term objective has also been realized."
ain_sl_2009-6,"So now, in 2010, we shift our focus from transforming the Company to managing the resulting portfolio of businesses."
ain_sl_2009-6,"So now, in 2010, we shift our focus from transforming the Company to managing the resulting portfolio of businesses."
ain_sl_2016-1,"In my letter to you last year, I wrote that our acquisition of Harris Corporation’s aerospace composites business in Salt Lake City marked another branch point in Albany’s “cash and grow” journey, and that with the continued focus of Machine Clothing (MC) on the right grades and customers and the enhanced scale of Albany Engineered Composites (AEC), the Company was well positioned for 2016 and beyond. One year later, I am happy to report and-grow objectives, both near and long term."
ain_sl_2016-1,"In my letter to you last year, I wrote that our acquisition of Harris Corporation’s aerospace composites business in Salt Lake City marked another branch point in Albany’s “cash and grow” journey, and that with the continued focus of Machine Clothing (MC) on the right grades and customers and the enhanced scale of Albany Engineered Composites (AEC), the Company was well positioned for 2016 and beyond. One year later, I am happy to report and-grow objectives, both near and long term."
ain_sl_2016-2,"We made good progress in 2016 integrating Salt Lake into AEC; by early 2017, AEC one ERP system, and fully integrated business-wide functional organizations in information technology and business development. Apart from integration, the overwhelming focus within AEC in 2016 was on meeting customer expectations in the key growth programs and across the full business portfolio."
ain_sl_2016-2,"We made good progress in 2016 integrating Salt Lake into AEC; by early 2017, AEC one ERP system, and fully integrated business-wide functional organizations in information technology and business development. Apart from integration, the overwhelming focus within AEC in 2016 was on meeting customer expectations in the key growth programs and across the full business portfolio."
